prob,neuron_type,distrib,method,weightsCoef,whitenoise,size,f1
0.3,iaf_psc_alpha,Uniform,['GLM'],1000,False,70,0.4595549061423119
0.3,iaf_psc_alpha,Uniform,['GLM'],1000,False,100,0.45313473587185715
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,5,0.5711224820879993
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,10,0.6414529796610535
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,20,0.6388820876385274
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,30,0.6393212185477256
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,50,0.6587909034187842
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,70,0.6594266096920883
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,100,0.6600497588795339
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,5,0.47154114679558407
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,10,0.6167321846153808
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,20,0.655648487587657
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,30,0.6337136988644688
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,50,0.6584217318700213
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,70,0.6591704218871391
0.5,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,100,0.6590279433824908
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,5,0.6050119533990502
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,10,0.673103762034726
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,20,0.599374933246714
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,30,0.6099679704812142
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,50,0.6209005559972566
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,70,0.6278223324549068
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,100,0.6215274513794051
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,5,0.7549909522881659
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,10,0.5969682903812183
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,20,0.6414764773656085
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,30,0.6181847098973207
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,50,0.6197567879332826
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,70,0.6124725771536781
0.5,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,100,0.6233013062796994
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,True,5,0.5436741363211951
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,True,10,0.6093420330991826
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,True,20,0.6051214503731183
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,True,30,0.6371862876915034
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,True,50,0.6223068988427624
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,True,70,0.640340957801548
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,True,100,0.6589109932042115
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,False,5,0.6127289377289377
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,False,10,0.6039604623723566
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,False,20,0.6189347827104641
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,False,30,0.632201974275521
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,False,50,0.6452882971627776
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,False,70,0.6407577393224035
0.5,iaf_psc_alpha,Gaussian,['CCG'],1000,False,100,0.6546048671071135
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,True,5,0.5580381232857841
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,True,10,0.6307582257623225
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,True,20,0.6378845418563188
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,True,30,0.6557954840420719
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,True,50,0.6570656323553712
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,True,70,0.6637937013342047
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,True,100,0.6659628496897882
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,False,5,0.5252639486386952
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,False,10,0.6240645017456491
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,False,20,0.6459923754872222
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,False,30,0.6559029961611608
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,False,50,0.6531880060582059
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,False,70,0.6573531832772888
0.5,iaf_psc_alpha,Gaussian,['GLM'],1000,False,100,0.659904613601832
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,5,0.5433620233620234
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,10,0.6263053124946408
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,20,0.65057707110576
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,30,0.6482298807678776
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,50,0.6561506224453827
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,70,0.6629468543684285
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,100,0.6622544980249169
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,5,0.6204233293888466
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,10,0.6135395606601849
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,20,0.6374504432278574
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,30,0.6524165442066173
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,50,0.6596626167685505
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,70,0.6584202721056966
0.5,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,100,0.6631341665382066
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,5,0.6176599205610198
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,10,0.7200715447345243
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,20,0.6603489787852963
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,30,0.6625523307728253
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,50,0.6617901668859164
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,70,0.6632422909386642
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,100,0.6657540769287668
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,5,0.6514673106779368
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,10,0.6457094141358973
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,20,0.6564969036414287
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,30,0.6616403723469807
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,50,0.6541569918887078
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,70,0.6690663488579751
0.5,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,100,0.6622837825437492
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,True,5,0.7117180205415499
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,True,10,0.6841965659943161
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,True,20,0.6610197921400547
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,True,30,0.6709516075483063
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,True,50,0.6728163537468437
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,True,70,0.6638528560724662
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,True,100,0.6653367761748272
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,False,5,0.657526395173454
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,False,10,0.6701897994877303
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,False,20,0.6529823648293271
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,False,30,0.6737434830992339
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,False,50,0.6673223138776277
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,False,70,0.6649005796409743
0.5,iaf_psc_alpha,Uniform,['CCG'],1000,False,100,0.6650769432946388
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,True,5,0.6485248931233587
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,True,10,0.6184684506894249
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,True,20,0.6493955466802579
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,True,30,0.6560298801599409
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,True,50,0.6677594053159739
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,True,70,0.6601989517752305
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,True,100,0.6619955712061859
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,False,5,0.6335354240673533
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,False,10,0.6670456528138693
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,False,20,0.6418521282953169
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,False,30,0.6536681521428651
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,False,50,0.6583203069604606
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,False,70,0.6604334599720176
0.5,iaf_psc_alpha,Uniform,['GLM'],1000,False,100,0.6606734044710865
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,5,0.6143612978600362
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,10,0.7716622023759757
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,20,0.7920533009881959
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,30,0.8070029559650973
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,50,0.811846821602639
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,70,0.815634122846294
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,True,100,0.8200725114525984
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,5,0.6824198989108509
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,10,0.7639463969615559
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,20,0.7824903357108351
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,30,0.7993145061837585
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,50,0.8148531381746251
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,70,0.8150651396628665
0.7,iaf_psc_alpha,Gaussian,['Pearson Correlation'],1000,False,100,0.8166044456596906
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,5,0.645154486036839
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,10,0.7288998249421698
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,20,0.7627868466914887
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,30,0.767045993423144
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,50,0.7766521240370134
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,70,0.7817774206157174
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,True,100,0.7663958831401922
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,5,0.7207200084334808
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,10,0.7539403482838385
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,20,0.7507707438081859
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,30,0.7730828173999312
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,50,0.7743973431130271
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,70,0.7682817558999965
0.7,iaf_psc_alpha,Gaussian,['Transfer Entropy'],1000,False,100,0.7622910339202249
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,True,5,0.7095776772247361
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,True,10,0.8068828309580836
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,True,20,0.7628463275777825
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,True,30,0.7768614015183994
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,True,50,0.7904912650895629
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,True,70,0.7975550319164535
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,True,100,0.8134436841605102
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,False,5,0.7419624269779068
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,False,10,0.7146097484679165
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,False,20,0.8078763851748549
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,False,30,0.7919650197520173
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,False,50,0.7954866693550444
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,False,70,0.7826711259291115
0.7,iaf_psc_alpha,Gaussian,['CCG'],1000,False,100,0.7950916431494894
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,True,5,0.7785834227939492
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,True,10,0.7657597045264813
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,True,20,0.7828628587980886
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,True,30,0.7958406257181417
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,True,50,0.8190559087449871
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,True,70,0.8155617810586285
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,True,100,0.8207368629492431
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,False,5,0.735325124956604
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,False,10,0.7647104756768454
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,False,20,0.7991038083972072
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,False,30,0.8064775841771052
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,False,50,0.8167903286861204
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,False,70,0.8215940083096097
0.7,iaf_psc_alpha,Gaussian,['GLM'],1000,False,100,0.8184572703492743
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,5,0.7091012239792727
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,10,0.7548073003896298
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,20,0.8061542784788079
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,30,0.7946630448725808
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,50,0.817234449649875
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,70,0.8194714458159641
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,True,100,0.8157890913003243
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,5,0.6791109036270326
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,10,0.7536959552837385
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,20,0.8113023621730082
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,30,0.814553629569805
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,50,0.8139208360628203
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,70,0.8150066539374997
0.7,iaf_psc_alpha,Uniform,['Pearson Correlation'],1000,False,100,0.8185995070775913
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,5,0.8353768780239369
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,10,0.81291018967627
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,20,0.8122067304043687
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,30,0.8185756484786839
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,50,0.8201370629902573
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,70,0.815090661107388
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,True,100,0.8174249619996974
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,5,0.8259740914459608
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,10,0.8104519769653825
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,20,0.8121620625164866
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,30,0.8155035192120836
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,50,0.8145241134111589
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,70,0.8202478252649164
0.7,iaf_psc_alpha,Uniform,['Transfer Entropy'],1000,False,100,0.8164999724381486
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,True,5,0.802906776745786
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,True,10,0.8043878249464479
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,True,20,0.8182841964653246
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,True,30,0.8119818819946385
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,True,50,0.819363108975127
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,True,70,0.8241351806945494
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,True,100,0.8230041152859611
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,False,5,0.818029878618114
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,False,10,0.781320100135458
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,False,20,0.8278445032608335
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,False,30,0.8153806135126971
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,False,50,0.8284465939913478
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,False,70,0.8239140201502991
0.7,iaf_psc_alpha,Uniform,['CCG'],1000,False,100,0.8246355075296534
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,True,5,0.773265336302742
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,True,10,0.7727601452542585
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,True,20,0.7973680904986331
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,True,30,0.809020174375374
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,True,50,0.8100625418054737
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,True,70,0.8157835728276167
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,True,100,0.8182178864758523
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,False,5,0.7930335995724314
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,False,10,0.7673530837531196
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,False,20,0.8040899149832441
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,False,30,0.8108492101471801
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,False,50,0.8126174221491029
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,False,70,0.8169287815168211
0.7,iaf_psc_alpha,Uniform,['GLM'],1000,False,100,0.8198215799574629
